"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Centro de Investigación Científica de Yucatán, A.C."|"2022"|"framework"|"Contrato marco"|2|2|991380|6.2|1.42
"Centro de Investigación Científica de Yucatán, A.C."|"2022"|"open"|"Licitación abierta"|2|2|1377123.87|8.62|1.42
"Centro de Investigación Científica de Yucatán, A.C."|"2023"|"direct"|"Adjudicación directa"|7|7|682189.02|100|100
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2017"|"direct"|"Adjudicación directa"|1|1|6415200|100|100
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2018"|"direct"|"Adjudicación directa"|145|145|27672446.707554|13.59|92.36
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2018"|"framework"|"Contrato marco"|2|2|49001200|24.06|1.27
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2018"|"open"|"Licitación abierta"|4|10|127019337.20906399|62.36|6.37
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2019"|"direct"|"Adjudicación directa"|226|226|70884811.225735|31.72|96.17
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2019"|"framework"|"Contrato marco"|1|1|34455480|15.42|0.43
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2019"|"open"|"Licitación abierta"|4|8|118099697.46|52.86|3.4
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2020"|"direct"|"Adjudicación directa"|183|183|23221575.305941|15.16|94.33
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2020"|"open"|"Licitación abierta"|9|11|130003732.842932|84.84|5.67
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2021"|"direct"|"Adjudicación directa"|155|157|26063345.577796|39.38|94.01
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2021"|"framework"|"Contrato marco"|2|2|2252046.17|3.4|1.2
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2021"|"open"|"Licitación abierta"|5|6|29895534.75|45.18|3.59
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2021"|"selective"|"Invitación a 3 o más"|2|2|7965565.300000001|12.04|1.2
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2022"|"direct"|"Adjudicación directa"|140|140|19974562.586316|11.31|93.96
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2022"|"open"|"Licitación abierta"|5|8|146845929.253248|83.14|5.37
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2022"|"selective"|"Invitación a 3 o más"|1|1|9808890|5.55|0.67
"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California"|"2023"|"direct"|"Adjudicación directa"|7|7|3006909.29421|100|100
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2017"|"direct"|"Adjudicación directa"|51|51|3941465.05|80.28|96.23
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2017"|"selective"|"Invitación a 3 o más"|2|2|968175.34|19.72|3.77
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2018"|"direct"|"Adjudicación directa"|319|321|48707914.090421|88.53|97.87
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2018"|"open"|"Licitación abierta"|2|3|4433328.74|8.06|0.91
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2018"|"selective"|"Invitación a 3 o más"|4|4|1877840.6676|3.41|1.22
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2019"|"direct"|"Adjudicación directa"|328|329|61514773.584|84.62|96.48
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2019"|"open"|"Licitación abierta"|6|7|6902010.95|9.49|2.05
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2019"|"selective"|"Invitación a 3 o más"|5|5|4278289.35|5.89|1.47
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2020"|"direct"|"Adjudicación directa"|406|486|62932483.53|82.61|96.24
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2020"|"open"|"Licitación abierta"|7|13|10630633.08|13.96|2.57
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2020"|"selective"|"Invitación a 3 o más"|3|6|2613344|3.43|1.19
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2021"|"direct"|"Adjudicación directa"|579|622|82236052.94|88.41|98.57
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2021"|"open"|"Licitación abierta"|7|8|9256815.53|9.95|1.27
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2021"|"selective"|"Invitación a 3 o más"|1|1|1527850.7|1.64|0.16
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2022"|"direct"|"Adjudicación directa"|337|339|56273311.218|94.5|98.26
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2022"|"selective"|"Invitación a 3 o más"|6|6|3273699.45|5.5|1.74
"Centro de Investigación en Alimentación y Desarrollo, A.C."|"2023"|"direct"|"Adjudicación directa"|18|18|1343023.208|100|100
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2017"|"direct"|"Adjudicación directa"|5|6|1083785.73|75.61|60
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2017"|"open"|"Licitación abierta"|1|4|349645.31|24.39|40
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2018"|"direct"|"Adjudicación directa"|19|20|2140544.7004|37.56|80
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2018"|"framework"|"Contrato marco"|1|1|134297.9|2.36|4
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2018"|"open"|"Licitación abierta"|4|4|3423848.56|60.08|16
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2019"|"direct"|"Adjudicación directa"|31|31|4755923.14|19.93|75.61
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2019"|"open"|"Licitación abierta"|5|10|19109707.65|80.07|24.39
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2020"|"direct"|"Adjudicación directa"|134|134|16154952.38|66.01|95.71
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2020"|"framework"|"Contrato marco"|1|1|932749.824|3.81|0.71
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2020"|"open"|"Licitación abierta"|3|3|6027670.86|24.63|2.14
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2020"|"selective"|"Invitación a 3 o más"|2|2|1356379.31|5.54|1.43
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2021"|"direct"|"Adjudicación directa"|105|105|12776687.56|54.64|91.3
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2021"|"framework"|"Contrato marco"|5|5|3744339.05|16.01|4.35
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2021"|"open"|"Licitación abierta"|4|4|6060790.6|25.92|3.48
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2021"|"selective"|"Invitación a 3 o más"|1|1|802335|3.43|0.87
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2022"|"direct"|"Adjudicación directa"|58|58|14112786.1154|77.82|93.55
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2022"|"open"|"Licitación abierta"|2|3|2019408.79|11.14|4.84
"Centro de Investigación en Ciencias de Información Geoespacial, A.C."|"2022"|"selective"|"Invitación a 3 o más"|1|1|2002000|11.04|1.61
"Centro de Investigación en Matemáticas, A.C."|"2017"|"direct"|"Adjudicación directa"|2|2|258436|100|100
"Centro de Investigación en Matemáticas, A.C."|"2018"|"direct"|"Adjudicación directa"|25|25|2345732.49|57.63|75.76
"Centro de Investigación en Matemáticas, A.C."|"2018"|"open"|"Licitación abierta"|2|8|1724278.5363720001|42.37|24.24
"Centro de Investigación en Matemáticas, A.C."|"2019"|"direct"|"Adjudicación directa"|70|70|16993443.8|96.38|98.59
"Centro de Investigación en Matemáticas, A.C."|"2019"|"open"|"Licitación abierta"|1|1|637608.36|3.62|1.41
"Centro de Investigación en Matemáticas, A.C."|"2020"|"direct"|"Adjudicación directa"|60|60|7062986.92401|37.25|88.24
"Centro de Investigación en Matemáticas, A.C."|"2020"|"framework"|"Contrato marco"|2|2|2978659.44|15.71|2.94
"Centro de Investigación en Matemáticas, A.C."|"2020"|"open"|"Licitación abierta"|3|6|8918669.040000001|47.04|8.82
"Centro de Investigación en Matemáticas, A.C."|"2021"|"direct"|"Adjudicación directa"|92|93|9524392.79|39.01|89.42
"Centro de Investigación en Matemáticas, A.C."|"2021"|"framework"|"Contrato marco"|2|2|2138240.83|8.76|1.92
"Centro de Investigación en Matemáticas, A.C."|"2021"|"open"|"Licitación abierta"|4|5|10976552.47|44.96|4.81
"Centro de Investigación en Matemáticas, A.C."|"2021"|"selective"|"Invitación a 3 o más"|3|4|1777268.95|7.28|3.85
"Centro de Investigación en Matemáticas, A.C."|"2022"|"direct"|"Adjudicación directa"|92|92|10473592.28|56.26|88.46
"Centro de Investigación en Matemáticas, A.C."|"2022"|"framework"|"Contrato marco"|2|2|2075926.6|11.15|1.92
"Centro de Investigación en Matemáticas, A.C."|"2022"|"open"|"Licitación abierta"|4|7|5097751.72|27.38|6.73
"Centro de Investigación en Matemáticas, A.C."|"2022"|"selective"|"Invitación a 3 o más"|3|3|970225.12|5.21|2.88
"Centro de Investigación en Materiales Avanzados, S.C."|"2017"|"open"|"Licitación abierta"|2|2|832639.23|100|100
"Centro de Investigación en Materiales Avanzados, S.C."|"2018"|"direct"|"Adjudicación directa"|53|53|5385571.218654|100|100
"Centro de Investigación en Materiales Avanzados, S.C."|"2019"|"direct"|"Adjudicación directa"|183|183|20268503.236558|100|100
"Centro de Investigación en Materiales Avanzados, S.C."|"2020"|"direct"|"Adjudicación directa"|155|157|16559651.440108|88.29|96.32
"Centro de Investigación en Materiales Avanzados, S.C."|"2020"|"open"|"Licitación abierta"|2|6|2195578.3200000003|11.71|3.68
"Centro de Investigación en Materiales Avanzados, S.C."|"2021"|"direct"|"Adjudicación directa"|179|179|19948128.541497|86.98|97.81
"Centro de Investigación en Materiales Avanzados, S.C."|"2021"|"open"|"Licitación abierta"|2|4|2986692.69|13.02|2.19
"Centro de Investigación en Materiales Avanzados, S.C."|"2022"|"direct"|"Adjudicación directa"|254|254|59090196.83831|79.92|97.69
"Centro de Investigación en Materiales Avanzados, S.C."|"2022"|"open"|"Licitación abierta"|4|6|14850670.8|20.08|2.31
"Centro de Investigación en Química Aplicada"|"2017"|"direct"|"Adjudicación directa"|19|26|3902068.829531|58.32|92.86
"Centro de Investigación en Química Aplicada"|"2017"|"open"|"Licitación abierta"|1|2|2788176|41.68|7.14
"Centro de Investigación en Química Aplicada"|"2018"|"direct"|"Adjudicación directa"|411|411|31872950.632837|70.86|93.2
"Centro de Investigación en Química Aplicada"|"2018"|"framework"|"Contrato marco"|1|1|225177|0.5|0.23
"Centro de Investigación en Química Aplicada"|"2018"|"open"|"Licitación abierta"|8|29|12879079.66|28.63|6.58
"Centro de Investigación en Química Aplicada"|"2019"|"direct"|"Adjudicación directa"|211|211|24208658.585896|52.15|87.92
"Centro de Investigación en Química Aplicada"|"2019"|"open"|"Licitación abierta"|11|28|22021873.99|47.44|11.67
"Centro de Investigación en Química Aplicada"|"2019"|"selective"|"Invitación a 3 o más"|1|1|187992.81|0.4|0.42
"Centro de Investigación en Química Aplicada"|"2020"|"direct"|"Adjudicación directa"|169|172|24794572.819025|71.74|89.58
"Centro de Investigación en Química Aplicada"|"2020"|"open"|"Licitación abierta"|11|20|9766244.55|28.26|10.42
"Centro de Investigación en Química Aplicada"|"2021"|"direct"|"Adjudicación directa"|160|206|35479842.686704|71.62|90.75
"Centro de Investigación en Química Aplicada"|"2021"|"framework"|"Contrato marco"|1|3|1855974|3.75|1.32
"Centro de Investigación en Química Aplicada"|"2021"|"open"|"Licitación abierta"|7|17|7559318.75|15.26|7.49
"Centro de Investigación en Química Aplicada"|"2021"|"selective"|"Invitación a 3 o más"|1|1|4640680.94|9.37|0.44
"Centro de Investigación en Química Aplicada"|"2022"|"direct"|"Adjudicación directa"|114|114|18658058.394456|61.84|78.62
"Centro de Investigación en Química Aplicada"|"2022"|"open"|"Licitación abierta"|11|30|9609174.46|31.85|20.69
"Centro de Investigación en Química Aplicada"|"2022"|"selective"|"Invitación a 3 o más"|1|1|1905750|6.32|0.69
"Centro de Investigación en Química Aplicada"|"2023"|"direct"|"Adjudicación directa"|8|8|877226.881352|100|100
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2017"|"direct"|"Adjudicación directa"|1|1|144159|100|100
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2018"|"direct"|"Adjudicación directa"|63|64|16371438.38|67.46|91.43
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2018"|"open"|"Licitación abierta"|4|5|7208741.71|29.7|7.14
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2018"|"selective"|"Invitación a 3 o más"|1|1|688693.8|2.84|1.43
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2019"|"direct"|"Adjudicación directa"|79|79|17043960.49|34.45|89.77
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2019"|"open"|"Licitación abierta"|9|9|32429148.6|65.55|10.23
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2020"|"direct"|"Adjudicación directa"|90|92|12330093.9|30.34|92.93
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2020"|"open"|"Licitación abierta"|5|6|26756310.619999997|65.83|6.06
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2020"|"selective"|"Invitación a 3 o más"|1|1|1558845|3.84|1.01
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2021"|"direct"|"Adjudicación directa"|107|108|10453700.54|30.13|90.76
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2021"|"framework"|"Contrato marco"|5|5|2095757.78|6.04|4.2
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2021"|"open"|"Licitación abierta"|5|6|22147627.33|63.83|5.04
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2022"|"direct"|"Adjudicación directa"|103|103|19748668.25|53.59|90.35
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2022"|"framework"|"Contrato marco"|1|1|49880.83|0.14|0.88
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2022"|"open"|"Licitación abierta"|6|9|14031408.74|38.08|7.89
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2022"|"selective"|"Invitación a 3 o más"|1|1|3021150|8.2|0.88
"Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco, A.C."|"2023"|"direct"|"Adjudicación directa"|1|1|43226.15|100|100
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2017"|"direct"|"Adjudicación directa"|1|1|47000|0.28|9.09
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2017"|"open"|"Licitación abierta"|7|10|16916171.81|99.72|90.91
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2018"|"direct"|"Adjudicación directa"|235|235|27699673.719237|88.64|97.92
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2018"|"framework"|"Contrato marco"|1|1|1500000|4.8|0.42
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2018"|"open"|"Licitación abierta"|4|4|2049311.78|6.56|1.67
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2019"|"direct"|"Adjudicación directa"|168|168|28993018.343744|55.06|88.89
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2019"|"open"|"Licitación abierta"|8|21|23664503.43|44.94|11.11
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2020"|"direct"|"Adjudicación directa"|21|21|12955277.426314|40.69|34.43
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2020"|"framework"|"Contrato marco"|1|1|163620.69|0.51|1.64
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2020"|"open"|"Licitación abierta"|12|39|18720619.2|58.8|63.93
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2021"|"direct"|"Adjudicación directa"|116|116|32124576.152477|78.71|86.57
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2021"|"framework"|"Contrato marco"|2|2|1057842.52|2.59|1.49
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2021"|"open"|"Licitación abierta"|10|16|7630837.9399999995|18.7|11.94
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2022"|"direct"|"Adjudicación directa"|48|48|14045327.77142|64.89|63.16
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2022"|"framework"|"Contrato marco"|3|3|3103332.112|14.34|3.95
"Centro de Investigación y Desarrollo Tecnológico en Electroquímica, S.C."|"2022"|"open"|"Licitación abierta"|9|25|4496629.2|20.77|32.89
"Centro de Investigación y Docencia Económicas, A.C."|"2017"|"direct"|"Adjudicación directa"|11|11|5949336.3100000005|31.1|47.83
"Centro de Investigación y Docencia Económicas, A.C."|"2017"|"open"|"Licitación abierta"|3|11|12829618.19|67.06|47.83
"Centro de Investigación y Docencia Económicas, A.C."|"2017"|"selective"|"Invitación a 3 o más"|1|1|353548.88|1.85|4.35
"Centro de Investigación y Docencia Económicas, A.C."|"2018"|"direct"|"Adjudicación directa"|62|66|33012459.366552|42.32|66.67
